year,st_fips,opioid_type,remove_obs,name,abbrev
2009,10,heroin,1,Delaware,DE
2009,11,heroin,1,District of Columbia,DC
2009,12,heroin,0,Florida,FL
2009,13,heroin,0,Georgia,GA
2009,15,heroin,1,Hawaii,HI
2009,16,heroin,1,Idaho,ID
2009,17,heroin,0,Illinois,IL
2009,18,heroin,0,Indiana,IN
2009,19,heroin,1,Iowa,IA
2009,20,heroin,0,Kansas,KS
2009,21,heroin,0,Kentucky,KY
2009,22,heroin,0,Louisiana,LA
2009,23,heroin,1,Maine,ME
2009,24,heroin,0,Maryland,MD
2009,25,heroin,0,Massachusetts,MA
2009,26,heroin,0,Michigan,MI
2009,27,heroin,0,Minnesota,MN
2009,28,heroin,1,Mississippi,MS
2009,29,heroin,0,Missouri,MO
2009,30,heroin,1,Montana,MT
2009,31,heroin,1,Nebraska,NE
2009,32,heroin,0,Nevada,NV
2009,33,heroin,0,New Hampshire,NH
2009,34,heroin,0,New Jersey,NJ
2009,35,heroin,0,New Mexico,NM
2009,36,heroin,0,New York,NY
2009,37,heroin,0,North Carolina,NC
2009,38,heroin,1,North Dakota,ND
2009,39,heroin,0,Ohio,OH
2009,40,heroin,0,Oklahoma,OK
2009,41,heroin,0,Oregon,OR
2009,42,heroin,0,Pennsylvania,PA
2009,44,heroin,1,Rhode Island,RI
2009,45,heroin,0,South Carolina,SC
2009,46,heroin,1,South Dakota,SD
2009,47,heroin,0,Tennessee,TN
2009,48,heroin,0,Texas,TX
2009,49,heroin,0,Utah,UT
2009,50,heroin,1,Vermont,VT
2009,51,heroin,0,Virginia,VA
2009,53,heroin,0,Washington,WA
2009,54,heroin,0,West Virginia,WV
2009,55,heroin,0,Wisconsin,WI
2009,56,heroin,1,Wyoming,WY
2010,01,heroin,1,Alabama,AL
2010,02,heroin,1,Alaska,AK
2010,04,heroin,0,Arizona,AZ
2010,05,heroin,1,Arkansas,AR
2010,06,heroin,0,California,CA
2010,08,heroin,0,Colorado,CO
2010,09,heroin,0,Connecticut,CT
2010,10,heroin,0,Delaware,DE
2010,11,heroin,0,District of Columbia,DC
2010,12,heroin,0,Florida,FL
2010,13,heroin,0,Georgia,GA
2010,15,heroin,1,Hawaii,HI
2010,16,heroin,1,Idaho,ID
2010,17,heroin,0,Illinois,IL
2010,18,heroin,0,Indiana,IN
2010,19,heroin,1,Iowa,IA
2010,20,heroin,1,Kansas,KS
2010,21,heroin,0,Kentucky,KY
2010,22,heroin,0,Louisiana,LA
2010,23,heroin,1,Maine,ME
2010,24,heroin,0,Maryland,MD
2010,25,heroin,0,Massachusetts,MA
2010,26,heroin,0,Michigan,MI
2010,27,heroin,0,Minnesota,MN
2010,28,heroin,1,Mississippi,MS
2010,29,heroin,0,Missouri,MO
2010,30,heroin,1,Montana,MT
2010,31,heroin,1,Nebraska,NE
2010,32,heroin,0,Nevada,NV
2010,33,heroin,0,New Hampshire,NH
2010,34,heroin,0,New Jersey,NJ
2010,35,heroin,0,New Mexico,NM
2010,36,heroin,0,New York,NY
2010,37,heroin,0,North Carolina,NC
2010,38,heroin,1,North Dakota,ND
2010,39,heroin,0,Ohio,OH
2010,40,heroin,1,Oklahoma,OK
2010,41,heroin,0,Oregon,OR
2010,42,heroin,0,Pennsylvania,PA
2010,44,heroin,1,Rhode Island,RI
2010,45,heroin,0,South Carolina,SC
2010,46,heroin,1,South Dakota,SD
2010,47,heroin,0,Tennessee,TN
2010,48,heroin,0,Texas,TX
2010,49,heroin,0,Utah,UT
2010,50,heroin,1,Vermont,VT
2010,51,heroin,0,Virginia,VA
2010,53,heroin,0,Washington,WA
2010,54,heroin,0,West Virginia,WV
2010,55,heroin,0,Wisconsin,WI
2010,56,heroin,1,Wyoming,WY
2011,01,heroin,0,Alabama,AL
2011,02,heroin,0,Alaska,AK
2011,04,heroin,0,Arizona,AZ
2011,05,heroin,1,Arkansas,AR
2011,06,heroin,0,California,CA
2011,08,heroin,0,Colorado,CO
2011,09,heroin,0,Connecticut,CT
2011,10,heroin,0,Delaware,DE
2011,11,heroin,0,District of Columbia,DC
2011,12,heroin,0,Florida,FL
2011,13,heroin,0,Georgia,GA
2011,15,heroin,1,Hawaii,HI
2011,16,heroin,1,Idaho,ID
2011,17,heroin,0,Illinois,IL
2011,18,heroin,0,Indiana,IN
2011,19,heroin,0,Iowa,IA
2011,20,heroin,1,Kansas,KS
2011,21,heroin,0,Kentucky,KY
2011,22,heroin,0,Louisiana,LA
2011,23,heroin,1,Maine,ME
2011,24,heroin,0,Maryland,MD
2011,25,heroin,0,Massachusetts,MA
2011,26,heroin,0,Michigan,MI
2011,27,heroin,0,Minnesota,MN
2011,28,heroin,1,Mississippi,MS
2011,29,heroin,0,Missouri,MO
2011,30,heroin,1,Montana,MT
2011,31,heroin,1,Nebraska,NE
2011,32,heroin,0,Nevada,NV
2011,33,heroin,0,New Hampshire,NH
2011,34,heroin,0,New Jersey,NJ
2011,35,heroin,0,New Mexico,NM
2011,36,heroin,0,New York,NY
2011,37,heroin,0,North Carolina,NC
2011,38,heroin,1,North Dakota,ND
2011,39,heroin,0,Ohio,OH
2011,40,heroin,0,Oklahoma,OK
2011,41,heroin,0,Oregon,OR
2011,42,heroin,0,Pennsylvania,PA
2011,44,heroin,0,Rhode Island,RI
2011,45,heroin,0,South Carolina,SC
2011,46,heroin,1,South Dakota,SD
2011,47,heroin,0,Tennessee,TN
2011,48,heroin,0,Texas,TX
2011,49,heroin,0,Utah,UT
2011,50,heroin,1,Vermont,VT
2011,51,heroin,0,Virginia,VA
2011,53,heroin,0,Washington,WA
2011,54,heroin,0,West Virginia,WV
2011,55,heroin,0,Wisconsin,WI
2011,56,heroin,1,Wyoming,WY
2012,01,heroin,0,Alabama,AL
2012,02,heroin,0,Alaska,AK
2012,04,heroin,0,Arizona,AZ
2012,05,heroin,1,Arkansas,AR
2012,06,heroin,0,California,CA
2012,08,heroin,0,Colorado,CO
2012,09,heroin,0,Connecticut,CT
2012,10,heroin,0,Delaware,DE
2012,11,heroin,0,District of Columbia,DC
2012,12,heroin,0,Florida,FL
2012,13,heroin,0,Georgia,GA
2012,15,heroin,1,Hawaii,HI
2012,16,heroin,1,Idaho,ID
2012,17,heroin,0,Illinois,IL
2012,18,heroin,0,Indiana,IN
2012,19,heroin,0,Iowa,IA
2012,20,heroin,0,Kansas,KS
2012,21,heroin,0,Kentucky,KY
2012,22,heroin,0,Louisiana,LA
2012,23,heroin,0,Maine,ME
2012,24,heroin,0,Maryland,MD
2012,25,heroin,0,Massachusetts,MA
2012,26,heroin,0,Michigan,MI
2012,27,heroin,0,Minnesota,MN
2012,28,heroin,1,Mississippi,MS
2012,29,heroin,0,Missouri,MO
2012,30,heroin,1,Montana,MT
2012,31,heroin,1,Nebraska,NE
2012,32,heroin,0,Nevada,NV
2012,33,heroin,0,New Hampshire,NH
2012,34,heroin,0,New Jersey,NJ
2012,35,heroin,0,New Mexico,NM
2012,36,heroin,0,New York,NY
2012,37,heroin,0,North Carolina,NC
2012,38,heroin,1,North Dakota,ND
2012,39,heroin,0,Ohio,OH
2012,40,heroin,0,Oklahoma,OK
2012,41,heroin,0,Oregon,OR
2012,42,heroin,0,Pennsylvania,PA
2012,44,heroin,0,Rhode Island,RI
2012,45,heroin,0,South Carolina,SC
2012,46,heroin,1,South Dakota,SD
2012,47,heroin,0,Tennessee,TN
2012,48,heroin,0,Texas,TX
2012,49,heroin,0,Utah,UT
2012,50,heroin,0,Vermont,VT
2012,51,heroin,0,Virginia,VA
2012,53,heroin,0,Washington,WA
2012,54,heroin,0,West Virginia,WV
2012,55,heroin,0,Wisconsin,WI
2012,56,heroin,1,Wyoming,WY
2013,01,heroin,0,Alabama,AL
2013,02,heroin,0,Alaska,AK
2013,04,heroin,0,Arizona,AZ
2013,05,heroin,1,Arkansas,AR
2013,06,heroin,0,California,CA
2013,08,heroin,0,Colorado,CO
2013,09,heroin,0,Connecticut,CT
2013,10,heroin,0,Delaware,DE
2013,11,heroin,0,District of Columbia,DC
2013,12,heroin,0,Florida,FL
2013,13,heroin,0,Georgia,GA
2013,15,heroin,0,Hawaii,HI
2013,16,heroin,1,Idaho,ID
2013,17,heroin,0,Illinois,IL
2013,18,heroin,0,Indiana,IN
2013,19,heroin,0,Iowa,IA
2013,20,heroin,0,Kansas,KS
2013,21,heroin,0,Kentucky,KY
2013,22,heroin,0,Louisiana,LA
2013,23,heroin,0,Maine,ME
2013,24,heroin,0,Maryland,MD
2013,25,heroin,0,Massachusetts,MA
2013,26,heroin,0,Michigan,MI
2013,27,heroin,0,Minnesota,MN
2013,28,heroin,0,Mississippi,MS
2013,29,heroin,0,Missouri,MO
2013,30,heroin,1,Montana,MT
2013,31,heroin,1,Nebraska,NE
2013,32,heroin,0,Nevada,NV
2013,33,heroin,0,New Hampshire,NH
2013,34,heroin,0,New Jersey,NJ
2013,35,heroin,0,New Mexico,NM
2013,36,heroin,0,New York,NY
2013,37,heroin,0,North Carolina,NC
2013,38,heroin,1,North Dakota,ND
2013,39,heroin,0,Ohio,OH
2013,40,heroin,0,Oklahoma,OK
2013,41,heroin,0,Oregon,OR
2013,42,heroin,0,Pennsylvania,PA
2013,44,heroin,0,Rhode Island,RI
2013,45,heroin,0,South Carolina,SC
2013,46,heroin,1,South Dakota,SD
2013,47,heroin,0,Tennessee,TN
2013,48,heroin,0,Texas,TX
2013,49,heroin,0,Utah,UT
2013,50,heroin,0,Vermont,VT
2013,51,heroin,0,Virginia,VA
2013,53,heroin,0,Washington,WA
2013,54,heroin,0,West Virginia,WV
2013,55,heroin,0,Wisconsin,WI
2013,56,heroin,1,Wyoming,WY
2014,01,heroin,0,Alabama,AL
2014,02,heroin,0,Alaska,AK
2014,04,heroin,0,Arizona,AZ
2014,05,heroin,1,Arkansas,AR
2014,06,heroin,0,California,CA
2014,08,heroin,0,Colorado,CO
2014,09,heroin,0,Connecticut,CT
2014,10,heroin,0,Delaware,DE
2014,11,heroin,0,District of Columbia,DC
2014,12,heroin,0,Florida,FL
2014,13,heroin,0,Georgia,GA
2014,15,heroin,0,Hawaii,HI
2014,16,heroin,0,Idaho,ID
2014,17,heroin,0,Illinois,IL
2014,18,heroin,0,Indiana,IN
2014,19,heroin,0,Iowa,IA
2014,20,heroin,0,Kansas,KS
2014,21,heroin,0,Kentucky,KY
2014,22,heroin,0,Louisiana,LA
2014,23,heroin,0,Maine,ME
2014,24,heroin,0,Maryland,MD
2014,25,heroin,0,Massachusetts,MA
2014,26,heroin,0,Michigan,MI
2014,27,heroin,0,Minnesota,MN
2014,28,heroin,0,Mississippi,MS
2014,29,heroin,0,Missouri,MO
2014,30,heroin,1,Montana,MT
2014,31,heroin,1,Nebraska,NE
2014,32,heroin,0,Nevada,NV
2014,33,heroin,0,New Hampshire,NH
2014,34,heroin,0,New Jersey,NJ
2014,35,heroin,0,New Mexico,NM
2014,36,heroin,0,New York,NY
2014,37,heroin,0,North Carolina,NC
2014,38,heroin,1,North Dakota,ND
2014,39,heroin,0,Ohio,OH
2014,40,heroin,0,Oklahoma,OK
2014,41,heroin,0,Oregon,OR
2014,42,heroin,0,Pennsylvania,PA
2014,44,heroin,0,Rhode Island,RI
2014,45,heroin,0,South Carolina,SC
2014,46,heroin,1,South Dakota,SD
2014,47,heroin,0,Tennessee,TN
2014,48,heroin,0,Texas,TX
2014,49,heroin,0,Utah,UT
2014,50,heroin,0,Vermont,VT
2014,51,heroin,0,Virginia,VA
2014,53,heroin,0,Washington,WA
2014,54,heroin,0,West Virginia,WV
2014,55,heroin,0,Wisconsin,WI
2014,56,heroin,0,Wyoming,WY
2015,01,heroin,0,Alabama,AL
2015,02,heroin,0,Alaska,AK
2015,04,heroin,0,Arizona,AZ
2015,05,heroin,1,Arkansas,AR
2015,06,heroin,0,California,CA
2015,08,heroin,0,Colorado,CO
2015,09,heroin,0,Connecticut,CT
2015,10,heroin,0,Delaware,DE
2015,11,heroin,0,District of Columbia,DC
2015,12,heroin,0,Florida,FL
2015,13,heroin,0,Georgia,GA
2015,15,heroin,0,Hawaii,HI
2015,16,heroin,0,Idaho,ID
2015,17,heroin,0,Illinois,IL
2015,18,heroin,0,Indiana,IN
2015,19,heroin,0,Iowa,IA
2015,20,heroin,0,Kansas,KS
2015,21,heroin,0,Kentucky,KY
2015,22,heroin,0,Louisiana,LA
2015,23,heroin,0,Maine,ME
2015,24,heroin,0,Maryland,MD
2015,25,heroin,0,Massachusetts,MA
2015,26,heroin,0,Michigan,MI
2015,27,heroin,0,Minnesota,MN
2015,28,heroin,0,Mississippi,MS
2015,29,heroin,0,Missouri,MO
2015,30,heroin,1,Montana,MT
2015,31,heroin,1,Nebraska,NE
2015,32,heroin,0,Nevada,NV
2015,33,heroin,0,New Hampshire,NH
2015,34,heroin,0,New Jersey,NJ
2015,35,heroin,0,New Mexico,NM
2015,36,heroin,0,New York,NY
2015,37,heroin,0,North Carolina,NC
2015,38,heroin,1,North Dakota,ND
2015,39,heroin,0,Ohio,OH
2015,40,heroin,0,Oklahoma,OK
2015,41,heroin,0,Oregon,OR
2015,42,heroin,0,Pennsylvania,PA
2015,44,heroin,0,Rhode Island,RI
2015,45,heroin,0,South Carolina,SC
2015,46,heroin,1,South Dakota,SD
2015,47,heroin,0,Tennessee,TN
2015,48,heroin,0,Texas,TX
2015,49,heroin,0,Utah,UT
2015,50,heroin,0,Vermont,VT
2015,51,heroin,0,Virginia,VA
2015,53,heroin,0,Washington,WA
2015,54,heroin,0,West Virginia,WV
2015,55,heroin,0,Wisconsin,WI
2015,56,heroin,1,Wyoming,WY
2016,01,heroin,0,Alabama,AL
2016,02,heroin,0,Alaska,AK
2016,04,heroin,0,Arizona,AZ
2016,05,heroin,0,Arkansas,AR
2016,06,heroin,0,California,CA
2016,08,heroin,0,Colorado,CO
2016,09,heroin,0,Connecticut,CT
2016,10,heroin,0,Delaware,DE
2016,11,heroin,0,District of Columbia,DC
2016,12,heroin,0,Florida,FL
2016,13,heroin,0,Georgia,GA
2016,15,heroin,0,Hawaii,HI
2016,16,heroin,0,Idaho,ID
2016,17,heroin,0,Illinois,IL
2016,18,heroin,0,Indiana,IN
2016,19,heroin,0,Iowa,IA
2016,20,heroin,0,Kansas,KS
2016,21,heroin,0,Kentucky,KY
2016,22,heroin,0,Louisiana,LA
2016,23,heroin,0,Maine,ME
2016,24,heroin,0,Maryland,MD
2016,25,heroin,0,Massachusetts,MA
2016,26,heroin,0,Michigan,MI
2016,27,heroin,0,Minnesota,MN
2016,28,heroin,0,Mississippi,MS
2016,29,heroin,0,Missouri,MO
2016,30,heroin,1,Montana,MT
2016,31,heroin,1,Nebraska,NE
2016,32,heroin,0,Nevada,NV
2016,33,heroin,0,New Hampshire,NH
2016,34,heroin,0,New Jersey,NJ
2016,35,heroin,0,New Mexico,NM
2016,36,heroin,0,New York,NY
2016,37,heroin,0,North Carolina,NC
2016,38,heroin,0,North Dakota,ND
2016,39,heroin,0,Ohio,OH
2016,40,heroin,0,Oklahoma,OK
2016,41,heroin,0,Oregon,OR
2016,42,heroin,0,Pennsylvania,PA
2016,44,heroin,0,Rhode Island,RI
2016,45,heroin,0,South Carolina,SC
2016,46,heroin,1,South Dakota,SD
2016,47,heroin,0,Tennessee,TN
2016,48,heroin,0,Texas,TX
2016,49,heroin,0,Utah,UT
2016,50,heroin,0,Vermont,VT
2016,51,heroin,0,Virginia,VA
2016,53,heroin,0,Washington,WA
2016,54,heroin,0,West Virginia,WV
2016,55,heroin,0,Wisconsin,WI
2016,56,heroin,1,Wyoming,WY
1999,01,natural_opioid,0,Alabama,AL
1999,02,natural_opioid,0,Alaska,AK
1999,04,natural_opioid,0,Arizona,AZ
1999,05,natural_opioid,1,Arkansas,AR
1999,06,natural_opioid,0,California,CA
1999,08,natural_opioid,0,Colorado,CO
1999,09,natural_opioid,0,Connecticut,CT
1999,10,natural_opioid,1,Delaware,DE
1999,11,natural_opioid,1,District of Columbia,DC
1999,12,natural_opioid,0,Florida,FL
1999,13,natural_opioid,0,Georgia,GA
1999,15,natural_opioid,0,Hawaii,HI
1999,16,natural_opioid,0,Idaho,ID
1999,17,natural_opioid,0,Illinois,IL
1999,18,natural_opioid,0,Indiana,IN
1999,19,natural_opioid,1,Iowa,IA
1999,20,natural_opioid,0,Kansas,KS
1999,21,natural_opioid,0,Kentucky,KY
1999,22,natural_opioid,0,Louisiana,LA
1999,23,natural_opioid,1,Maine,ME
1999,24,natural_opioid,1,Maryland,MD
1999,25,natural_opioid,0,Massachusetts,MA
1999,26,natural_opioid,0,Michigan,MI
1999,27,natural_opioid,0,Minnesota,MN
1999,28,natural_opioid,1,Mississippi,MS
1999,29,natural_opioid,0,Missouri,MO
1999,30,natural_opioid,1,Montana,MT
1999,31,natural_opioid,1,Nebraska,NE
1999,32,natural_opioid,0,Nevada,NV
1999,33,natural_opioid,0,New Hampshire,NH
1999,34,natural_opioid,0,New Jersey,NJ
1999,35,natural_opioid,0,New Mexico,NM
1999,36,natural_opioid,0,New York,NY
1999,37,natural_opioid,0,North Carolina,NC
1999,38,natural_opioid,1,North Dakota,ND
1999,39,natural_opioid,0,Ohio,OH
1999,40,natural_opioid,0,Oklahoma,OK
1999,41,natural_opioid,0,Oregon,OR
1999,42,natural_opioid,0,Pennsylvania,PA
1999,44,natural_opioid,1,Rhode Island,RI
1999,45,natural_opioid,0,South Carolina,SC
1999,46,natural_opioid,1,South Dakota,SD
1999,47,natural_opioid,0,Tennessee,TN
1999,48,natural_opioid,0,Texas,TX
1999,49,natural_opioid,0,Utah,UT
1999,50,natural_opioid,1,Vermont,VT
1999,51,natural_opioid,0,Virginia,VA
1999,53,natural_opioid,0,Washington,WA
1999,54,natural_opioid,1,West Virginia,WV
1999,55,natural_opioid,0,Wisconsin,WI
1999,56,natural_opioid,1,Wyoming,WY
2000,01,natural_opioid,0,Alabama,AL
2000,02,natural_opioid,0,Alaska,AK
2000,04,natural_opioid,0,Arizona,AZ
2000,05,natural_opioid,1,Arkansas,AR
2000,06,natural_opioid,0,California,CA
2000,08,natural_opioid,0,Colorado,CO
2000,09,natural_opioid,1,Connecticut,CT
2000,10,natural_opioid,1,Delaware,DE
2000,11,natural_opioid,1,District of Columbia,DC
2000,12,natural_opioid,0,Florida,FL
2000,13,natural_opioid,0,Georgia,GA
2000,15,natural_opioid,0,Hawaii,HI
2000,16,natural_opioid,0,Idaho,ID
2000,17,natural_opioid,0,Illinois,IL
2000,18,natural_opioid,0,Indiana,IN
2000,19,natural_opioid,1,Iowa,IA
2000,20,natural_opioid,1,Kansas,KS
2000,21,natural_opioid,0,Kentucky,KY
2000,22,natural_opioid,0,Louisiana,LA
2000,23,natural_opioid,1,Maine,ME
2000,24,natural_opioid,0,Maryland,MD
2000,25,natural_opioid,0,Massachusetts,MA
2000,26,natural_opioid,0,Michigan,MI
2000,27,natural_opioid,0,Minnesota,MN
2000,28,natural_opioid,1,Mississippi,MS
2000,29,natural_opioid,0,Missouri,MO
2000,30,natural_opioid,1,Montana,MT
2000,31,natural_opioid,1,Nebraska,NE
2000,32,natural_opioid,0,Nevada,NV
2000,33,natural_opioid,1,New Hampshire,NH
2000,34,natural_opioid,0,New Jersey,NJ
2000,35,natural_opioid,0,New Mexico,NM
2000,36,natural_opioid,0,New York,NY
2000,37,natural_opioid,0,North Carolina,NC
2000,38,natural_opioid,1,North Dakota,ND
2000,39,natural_opioid,0,Ohio,OH
2000,40,natural_opioid,0,Oklahoma,OK
2000,41,natural_opioid,0,Oregon,OR
2000,42,natural_opioid,0,Pennsylvania,PA
2000,44,natural_opioid,1,Rhode Island,RI
2000,45,natural_opioid,0,South Carolina,SC
2000,46,natural_opioid,1,South Dakota,SD
2000,47,natural_opioid,0,Tennessee,TN
2000,48,natural_opioid,0,Texas,TX
2000,49,natural_opioid,0,Utah,UT
2000,50,natural_opioid,0,Vermont,VT
2000,51,natural_opioid,0,Virginia,VA
2000,53,natural_opioid,0,Washington,WA
2000,54,natural_opioid,0,West Virginia,WV
2000,55,natural_opioid,0,Wisconsin,WI
2000,56,natural_opioid,1,Wyoming,WY
2001,01,natural_opioid,0,Alabama,AL
2001,02,natural_opioid,1,Alaska,AK
2001,04,natural_opioid,0,Arizona,AZ
2001,05,natural_opioid,0,Arkansas,AR
2001,06,natural_opioid,0,California,CA
2001,08,natural_opioid,0,Colorado,CO
2001,09,natural_opioid,0,Connecticut,CT
2001,10,natural_opioid,0,Delaware,DE
2001,11,natural_opioid,1,District of Columbia,DC
2001,12,natural_opioid,0,Florida,FL
2001,13,natural_opioid,0,Georgia,GA
2001,15,natural_opioid,0,Hawaii,HI
2001,16,natural_opioid,0,Idaho,ID
2001,17,natural_opioid,0,Illinois,IL
2001,18,natural_opioid,0,Indiana,IN
2001,19,natural_opioid,0,Iowa,IA
2001,20,natural_opioid,0,Kansas,KS
2001,21,natural_opioid,0,Kentucky,KY
2001,22,natural_opioid,0,Louisiana,LA
2001,23,natural_opioid,0,Maine,ME
2001,24,natural_opioid,0,Maryland,MD
2001,25,natural_opioid,0,Massachusetts,MA
2001,26,natural_opioid,0,Michigan,MI
2001,27,natural_opioid,0,Minnesota,MN
2001,28,natural_opioid,0,Mississippi,MS
2001,29,natural_opioid,0,Missouri,MO
2001,30,natural_opioid,0,Montana,MT
2001,31,natural_opioid,0,Nebraska,NE
2001,32,natural_opioid,0,Nevada,NV
2001,33,natural_opioid,0,New Hampshire,NH
2001,34,natural_opioid,0,New Jersey,NJ
2001,35,natural_opioid,0,New Mexico,NM
2001,36,natural_opioid,0,New York,NY
2001,37,natural_opioid,0,North Carolina,NC
2001,38,natural_opioid,1,North Dakota,ND
2001,39,natural_opioid,0,Ohio,OH
2001,40,natural_opioid,0,Oklahoma,OK
2001,41,natural_opioid,0,Oregon,OR
2001,42,natural_opioid,0,Pennsylvania,PA
2001,44,natural_opioid,0,Rhode Island,RI
2001,45,natural_opioid,0,South Carolina,SC
2001,46,natural_opioid,1,South Dakota,SD
2001,47,natural_opioid,0,Tennessee,TN
2001,48,natural_opioid,0,Texas,TX
2001,49,natural_opioid,0,Utah,UT
2001,50,natural_opioid,0,Vermont,VT
2001,51,natural_opioid,0,Virginia,VA
2001,53,natural_opioid,0,Washington,WA
2001,54,natural_opioid,0,West Virginia,WV
2001,55,natural_opioid,0,Wisconsin,WI
2001,56,natural_opioid,1,Wyoming,WY
2002,01,natural_opioid,0,Alabama,AL
2002,02,natural_opioid,1,Alaska,AK
2002,04,natural_opioid,0,Arizona,AZ
2002,05,natural_opioid,0,Arkansas,AR
2002,06,natural_opioid,0,California,CA
2002,08,natural_opioid,0,Colorado,CO
2002,09,natural_opioid,0,Connecticut,CT
2002,10,natural_opioid,0,Delaware,DE
2002,11,natural_opioid,1,District of Columbia,DC
2002,12,natural_opioid,0,Florida,FL
2002,13,natural_opioid,0,Georgia,GA
2002,15,natural_opioid,0,Hawaii,HI
2002,16,natural_opioid,0,Idaho,ID
2002,17,natural_opioid,0,Illinois,IL
2002,18,natural_opioid,0,Indiana,IN
2002,19,natural_opioid,0,Iowa,IA
2002,20,natural_opioid,0,Kansas,KS
2002,21,natural_opioid,0,Kentucky,KY
2002,22,natural_opioid,0,Louisiana,LA
2002,23,natural_opioid,0,Maine,ME
2002,24,natural_opioid,0,Maryland,MD
2002,25,natural_opioid,0,Massachusetts,MA
2002,26,natural_opioid,0,Michigan,MI
2002,27,natural_opioid,0,Minnesota,MN
2002,28,natural_opioid,0,Mississippi,MS
2002,29,natural_opioid,0,Missouri,MO
2002,30,natural_opioid,1,Montana,MT
2002,31,natural_opioid,0,Nebraska,NE
2002,32,natural_opioid,0,Nevada,NV
2002,33,natural_opioid,0,New Hampshire,NH
2002,34,natural_opioid,0,New Jersey,NJ
2002,35,natural_opioid,0,New Mexico,NM
2002,36,natural_opioid,0,New York,NY
2002,37,natural_opioid,0,North Carolina,NC
2002,38,natural_opioid,1,North Dakota,ND
2002,39,natural_opioid,0,Ohio,OH
2002,40,natural_opioid,0,Oklahoma,OK
2002,41,natural_opioid,0,Oregon,OR
2002,42,natural_opioid,0,Pennsylvania,PA
2002,44,natural_opioid,1,Rhode Island,RI
2002,45,natural_opioid,0,South Carolina,SC
2002,46,natural_opioid,1,South Dakota,SD
2002,47,natural_opioid,0,Tennessee,TN
2002,48,natural_opioid,0,Texas,TX
2002,49,natural_opioid,0,Utah,UT
2002,50,natural_opioid,0,Vermont,VT
2002,51,natural_opioid,0,Virginia,VA
2002,53,natural_opioid,0,Washington,WA
2002,54,natural_opioid,0,West Virginia,WV
2002,55,natural_opioid,0,Wisconsin,WI
2002,56,natural_opioid,0,Wyoming,WY
2003,01,natural_opioid,0,Alabama,AL
2003,02,natural_opioid,1,Alaska,AK
2003,04,natural_opioid,0,Arizona,AZ
2003,05,natural_opioid,0,Arkansas,AR
2003,06,natural_opioid,0,California,CA
2003,08,natural_opioid,0,Colorado,CO
2003,09,natural_opioid,0,Connecticut,CT
2003,10,natural_opioid,0,Delaware,DE
2003,11,natural_opioid,1,District of Columbia,DC
2003,12,natural_opioid,0,Florida,FL
2003,13,natural_opioid,0,Georgia,GA
2003,15,natural_opioid,0,Hawaii,HI
2003,16,natural_opioid,0,Idaho,ID
2003,17,natural_opioid,0,Illinois,IL
2003,18,natural_opioid,0,Indiana,IN
2003,19,natural_opioid,0,Iowa,IA
2003,20,natural_opioid,0,Kansas,KS
2003,21,natural_opioid,0,Kentucky,KY
2003,22,natural_opioid,0,Louisiana,LA
2003,23,natural_opioid,0,Maine,ME
2003,24,natural_opioid,0,Maryland,MD
2003,25,natural_opioid,0,Massachusetts,MA
2003,26,natural_opioid,0,Michigan,MI
2003,27,natural_opioid,0,Minnesota,MN
2003,28,natural_opioid,0,Mississippi,MS
2003,29,natural_opioid,0,Missouri,MO
2003,30,natural_opioid,0,Montana,MT
2003,31,natural_opioid,0,Nebraska,NE
2003,32,natural_opioid,0,Nevada,NV
2003,33,natural_opioid,0,New Hampshire,NH
2003,34,natural_opioid,0,New Jersey,NJ
2003,35,natural_opioid,0,New Mexico,NM
2003,36,natural_opioid,0,New York,NY
2003,37,natural_opioid,0,North Carolina,NC
2003,38,natural_opioid,1,North Dakota,ND
2003,39,natural_opioid,0,Ohio,OH
2003,40,natural_opioid,0,Oklahoma,OK
2003,41,natural_opioid,0,Oregon,OR
2003,42,natural_opioid,0,Pennsylvania,PA
2003,44,natural_opioid,0,Rhode Island,RI
2003,45,natural_opioid,0,South Carolina,SC
2003,46,natural_opioid,1,South Dakota,SD
2003,47,natural_opioid,0,Tennessee,TN
2003,48,natural_opioid,0,Texas,TX
2003,49,natural_opioid,0,Utah,UT
2003,50,natural_opioid,0,Vermont,VT
2003,51,natural_opioid,0,Virginia,VA
2003,53,natural_opioid,0,Washington,WA
2003,54,natural_opioid,0,West Virginia,WV
2003,55,natural_opioid,0,Wisconsin,WI
2003,56,natural_opioid,1,Wyoming,WY
2004,01,natural_opioid,0,Alabama,AL
2004,02,natural_opioid,1,Alaska,AK
2004,04,natural_opioid,0,Arizona,AZ
2004,05,natural_opioid,0,Arkansas,AR
2004,06,natural_opioid,0,California,CA
2004,08,natural_opioid,0,Colorado,CO
2004,09,natural_opioid,0,Connecticut,CT
2004,10,natural_opioid,0,Delaware,DE
2004,11,natural_opioid,0,District of Columbia,DC
2004,12,natural_opioid,0,Florida,FL
2004,13,natural_opioid,0,Georgia,GA
2004,15,natural_opioid,0,Hawaii,HI
2004,16,natural_opioid,0,Idaho,ID
2004,17,natural_opioid,0,Illinois,IL
2004,18,natural_opioid,0,Indiana,IN
2004,19,natural_opioid,0,Iowa,IA
2004,20,natural_opioid,0,Kansas,KS
2004,21,natural_opioid,0,Kentucky,KY
2004,22,natural_opioid,0,Louisiana,LA
2004,23,natural_opioid,0,Maine,ME
